,course,num_students,avg_gpa,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
2022,HIST 365: Fict & Historical Imagination,163,3.48,5.5,38.0,27.0,9.8,6.1,3.7,1.2,2.5,2.5,0.6,0.6,0.0,2.5
2023,HIST 367: History of Western Medicine,27,3.36,0.0,33.3,29.6,7.4,14.8,7.4,0.0,0.0,0.0,3.7,0.0,0.0,3.7
2024,HIST 370: Colonial America,30,3.63,6.7,63.3,13.3,6.7,3.3,0.0,0.0,0.0,0.0,0.0,0.0,3.3,3.3
2025,HIST 371: The American Revolution,55,3.46,7.3,47.3,7.3,12.7,9.1,5.5,3.6,1.8,1.8,0.0,1.8,0.0,1.8
2026,"HIST 372: America's Republic, 1780-1880",35,3.59,60.0,17.1,2.9,2.9,5.7,2.9,0.0,2.9,0.0,0.0,0.0,0.0,5.7
2027,HIST 374: Civil War and Reconstruction,96,3.46,18.8,41.7,13.5,6.2,6.2,0.0,1.0,2.1,2.1,1.0,3.1,0.0,4.2
2028,HIST 381: Urban History,86,3.4,9.3,39.5,15.1,9.3,9.3,2.3,1.2,5.8,4.7,0.0,1.2,1.2,1.2
2029,HIST 390: Integration & American Sports,57,3.59,3.5,45.6,29.8,8.8,3.5,0.0,1.8,1.8,0.0,0.0,5.3,0.0,0.0
2030,HIST 392: The 1960s in the U.S.,90,3.71,16.7,46.7,16.7,8.9,5.6,2.2,0.0,1.1,0.0,0.0,2.2,0.0,0.0
2031,HIST 394: Hidden Political Figures,54,3.61,24.1,35.2,16.7,7.4,7.4,0.0,3.7,1.9,1.9,0.0,0.0,0.0,1.9
2032,"HIST 400: War, Soc, Politics, & Culture",24,3.07,0.0,41.7,16.7,8.3,4.2,8.3,4.2,0.0,4.2,0.0,0.0,0.0,12.5
2033,HIST 405: History of Brazil from 1808,26,3.67,3.8,50.0,30.8,3.8,0.0,3.8,0.0,7.7,0.0,0.0,0.0,0.0,0.0
2034,HIST 427: Twentieth-Century Japan,22,3.59,0.0,59.1,13.6,13.6,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
2035,HIST 439: The Ottoman Empire,31,3.75,12.9,48.4,12.9,19.4,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2036,HIST 440: Roman Republic to 44 B C,22,3.92,18.2,68.2,9.1,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2037,HIST 462: Soviet Union Since 1917,47,3.29,0.0,25.5,23.4,19.1,17.0,4.3,4.3,0.0,2.1,0.0,0.0,2.1,2.1
2038,HIST 488: The American Political Divide,21,3.06,4.8,28.6,14.3,4.8,23.8,4.8,4.8,4.8,0.0,0.0,0.0,0.0,9.5
2039,HK 100: Walking & Movement Wellness,28,3.95,0.0,96.4,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,HK 100: Weight Training I,26,3.58,0.0,76.9,0.0,0.0,11.5,0.0,0.0,7.7,0.0,0.0,0.0,0.0,3.8
2041,HK 100: YOGA,55,3.95,0.0,96.4,0.0,0.0,1.8,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0
2042,HK 103: Badminton,84,3.93,9.5,82.1,3.6,1.2,2.4,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0
2043,HK 104: Ice Skating,373,3.75,0.3,87.1,0.0,0.0,6.2,0.0,0.0,3.2,0.0,0.0,0.8,0.0,2.4
2044,HK 106: Basketball,49,3.86,42.9,46.9,2.0,2.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2045,HK 106: Volleyball,70,3.93,48.6,48.6,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,1.4,0.0,0.0
2046,HK 109: Stress Management,1020,3.8,64.1,15.9,8.0,3.9,2.0,2.4,1.4,0.2,0.6,0.2,0.2,0.4,0.8
2047,HK 110: Contemporary Health,405,3.55,21.7,41.5,14.3,5.7,4.0,3.2,2.0,0.2,2.2,0.5,0.2,0.2,4.2
2048,HK 111: Introduction to Public Health,819,3.71,49.7,29.8,7.0,2.4,2.8,1.6,1.1,1.6,0.5,0.1,0.5,0.0,2.9
2049,HK 125: Orientation to Health & Kinesiology,415,3.86,8.0,81.9,0.0,0.0,7.7,0.0,0.0,1.2,0.0,0.0,0.5,0.0,0.7
2050,HK 140: Social Sci of Human Movement,139,3.7,30.9,29.5,24.5,5.8,2.2,2.9,2.2,0.0,0.0,0.0,0.0,0.0,2.2
2051,HK 141: Contemporary Issues in Sport,78,3.91,61.5,23.1,5.1,7.7,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2052,HK 150: Bioscience of Human Movement,142,3.09,0.0,37.3,0.0,0.0,39.4,0.0,0.0,19.7,0.0,0.0,2.1,0.0,1.4
2053,"HK 154: Physical Activity, Nutrition, and Health",511,3.6,4.1,59.9,9.4,6.1,10.8,2.2,1.2,2.7,0.8,0.6,0.6,0.0,1.8
2054,HK 171: Survey of Interdisc Health,322,3.75,62.7,16.1,12.4,0.6,1.9,1.2,0.0,0.6,0.0,0.6,0.6,0.6,2.5
2055,HK 200: Mental Health Issues,422,3.5,0.0,55.9,14.2,8.5,8.5,3.3,2.4,1.9,0.5,0.5,0.5,0.0,3.8
2056,HK 201: Health Sciences Research Methods,207,3.77,29.0,44.0,13.5,5.3,1.9,1.9,1.9,1.0,0.0,0.0,0.5,0.5,0.5
2057,HK 203: Introduction to Health Technology,43,3.71,30.2,39.5,11.6,4.7,7.0,2.3,0.0,2.3,0.0,0.0,2.3,0.0,0.0
2058,HK 204: Drug Use and Misuse,398,3.72,0.0,83.4,0.0,0.0,10.6,0.0,0.0,2.5,0.0,0.0,1.5,0.0,2.0
2059,HK 205: Human Sexuality,230,3.57,0.0,55.7,15.7,7.8,13.0,3.5,0.0,0.9,0.0,0.9,0.0,0.0,2.6
2060,HK 206: Health Care Systems,334,3.68,67.7,12.0,4.2,3.0,4.2,1.2,1.8,0.6,1.8,0.0,0.0,0.0,3.6
2061,HK 207: Introduction to Epidemiology,629,3.73,24.8,45.5,10.2,5.7,7.0,2.2,1.6,1.6,0.0,0.5,0.6,0.0,0.3
2062,HK 208: Introduction to Medical Ethics,1416,3.83,1.4,90.2,0.1,0.0,4.4,0.1,0.0,1.0,0.0,0.0,0.6,0.0,2.2
2063,HK 209: Introduction to Biostatistics and Health Data Analysis,136,3.7,51.5,33.8,0.0,2.9,1.5,2.9,0.0,1.5,0.0,2.9,0.0,0.0,2.9
2064,HK 242: Intro to Sport Psychology,126,3.25,0.0,60.3,0.0,0.0,20.6,0.0,0.0,8.7,0.0,0.0,4.0,0.0,6.3
2065,HK 243: Sport & Modern Society,364,3.61,45.1,23.6,12.4,4.7,1.4,4.1,2.2,0.0,0.5,1.9,1.1,0.5,2.5
2066,HK 250: Motor Development and Control,228,3.42,11.4,27.2,16.7,17.5,9.6,9.6,2.6,1.8,1.8,0.9,0.0,0.0,0.9
2067,"HK 262: Motor Develop, Growth & Form",35,3.52,0.0,45.7,22.9,0.0,20.0,2.9,5.7,0.0,2.9,0.0,0.0,0.0,0.0
2068,HK 263: Children's Movement,64,3.82,45.3,29.7,15.6,3.1,1.6,1.6,0.0,1.6,1.6,0.0,0.0,0.0,0.0
2069,HK 264: Applied Medical Terminology for the Health Professional,93,3.88,0.0,94.6,0.0,1.1,1.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,2.2
2070,HK 270: Leadership in Health,25,3.8,20.0,48.0,24.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2071,HK 271: Health Equity in the United States,1435,3.69,54.1,21.6,9.0,2.2,3.2,2.8,0.8,2.0,1.3,0.3,0.4,0.3,2.0
2072,HK 272: Aging and Health Policy,23,3.84,78.3,8.7,0.0,4.3,4.3,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0
2073,HK 300: Health Behavior Theories and Applications,120,3.39,10.8,44.2,6.7,9.2,10.0,7.5,1.7,3.3,1.7,0.0,0.8,0.0,4.2
2074,HK 302: Disability in American Society,194,3.84,50.5,40.2,0.0,0.0,6.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.1
2075,HK 305: Community Health Organizations,86,3.67,30.2,39.5,4.7,4.7,9.3,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0
2076,HK 340: Social & Psychological Aspects of Physical Activity,129,3.29,0.0,23.3,25.6,11.6,15.5,12.4,7.0,0.8,2.3,1.6,0.0,0.0,0.0
2077,HK 350: Fitness Testing and Ex Prescription,42,3.81,9.5,66.7,0.0,14.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2078,HK 352: Bioenergetics of Movement,89,2.94,2.2,30.3,0.0,0.0,42.7,0.0,0.0,12.4,0.0,0.0,11.2,0.0,1.1
2079,HK 353: Biomechanics of Human Movement,121,3.2,5.8,23.1,15.7,10.7,19.8,9.9,2.5,6.6,1.7,0.8,1.7,0.0,1.7
2080,HK 370: Interdisciplinary Health Delivery and Early Field Work,76,3.83,28.9,51.3,7.9,5.3,1.3,2.6,0.0,1.3,0.0,1.3,0.0,0.0,0.0
2081,HK 408: Environmental Health,210,3.8,59.0,23.8,7.1,3.3,1.4,0.5,1.0,1.0,0.5,0.0,0.5,0.0,1.9
2082,HK 409: Women's Health,62,3.91,51.6,32.3,9.7,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2083,HK 410: Public Health Practice,224,3.82,70.5,14.3,3.6,4.5,2.7,0.9,0.0,0.0,1.8,0.0,0.9,0.9,0.0
2084,HK 414: International Health,28,3.81,89.3,3.6,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,3.6
2085,HK 416: Applied Health Data Analysis,81,3.65,33.3,24.7,16.0,7.4,7.4,8.6,1.2,0.0,0.0,0.0,1.2,0.0,0.0
2086,HK 417: Health Services Financing,63,3.32,9.5,31.7,12.7,12.7,14.3,3.2,3.2,9.5,0.0,0.0,0.0,0.0,3.2
2087,HK 418: Organization of Health Care,187,3.93,0.0,94.1,0.0,0.0,4.8,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2088,HK 420: Community Health Assessment and Planning,53,3.57,28.3,20.8,24.5,9.4,3.8,9.4,0.0,0.0,0.0,0.0,1.9,1.9,0.0
2089,HK 421: Health Administration,140,3.71,0.0,81.4,0.0,0.0,12.9,0.0,0.0,2.9,0.0,0.0,1.4,0.0,1.4
2090,HK 438: Mechanisms of Exercise & Sport Injury,28,3.82,35.7,32.1,17.9,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,"HK 442: Body, Culture & Society",278,3.77,69.8,10.8,7.2,4.3,0.7,2.9,1.4,0.0,0.0,0.0,0.7,0.0,2.2
2092,HK 453: Nutrition for Performance,63,3.84,14.3,74.6,0.0,3.2,3.2,0.0,0.0,3.2,0.0,0.0,1.6,0.0,0.0
2093,HK 470: Orientation to Internship,133,3.81,0.0,90.2,0.0,0.0,5.3,0.0,0.0,2.3,0.0,0.0,0.0,0.0,2.3
2094,HK 471: Health Internship,42,3.98,0.0,97.6,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095,HK 517: Principles of Epidemiology,30,3.88,46.7,23.3,23.3,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096,HK 532: Cultural Competence in Public Health,29,3.92,48.3,37.9,3.4,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097,HK 534: Professionalism in Health Practice,28,3.85,42.9,35.7,7.1,7.1,3.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098,HK 550: Research Methods in Health and Kinesiology,28,3.89,35.7,35.7,25.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099,HORT 100: Introduction to Horticulture,574,3.41,11.8,37.8,12.9,9.4,9.4,5.6,3.0,3.1,2.4,1.0,1.4,0.5,1.6
2100,HORT 105: Vegetable Gardening,970,3.8,62.6,20.3,4.3,3.4,4.4,0.7,0.7,1.5,0.2,0.3,0.4,0.2,0.8
2101,HORT 106: The Sustainable Home Garden,496,3.44,19.4,34.7,12.9,6.9,9.7,3.6,2.8,2.4,2.4,1.6,0.8,0.4,2.4
2102,HORT 180: Medicinal Plants and Herbology,29,3.48,62.1,20.7,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,6.9,0.0,6.9
2103,HORT 223: The Intelligent Behavior of Plants,60,3.44,11.7,43.3,10.0,8.3,13.3,3.3,3.3,0.0,0.0,0.0,3.3,0.0,3.3
2104,HORT 341: Greenhouse Mgmt and Production,138,3.46,13.0,34.8,17.4,10.1,7.2,8.7,2.9,1.4,0.0,0.0,0.0,4.3,0.0
2105,HORT 344: Planting for Biodiversity and Aesthetics,48,3.22,12.5,16.7,20.8,25.0,8.3,4.2,4.2,0.0,0.0,0.0,0.0,0.0,8.3
2106,HORT 361: Small Fruit Production,53,3.49,15.1,28.3,18.9,13.2,17.0,1.9,1.9,0.0,0.0,0.0,1.9,0.0,1.9
2107,HORT 430: Children and Nature,211,3.51,41.2,22.7,7.1,9.5,5.7,2.4,3.8,1.4,0.5,0.9,0.0,0.5,4.3
2108,HORT 435: Urban Food Production,36,3.7,52.8,27.8,5.6,0.0,2.8,0.0,2.8,5.6,0.0,0.0,0.0,2.8,0.0
2109,HRD 411: Instructional and Training System Design,77,3.08,0.0,62.3,7.8,5.2,0.0,2.6,0.0,0.0,2.6,0.0,1.3,0.0,18.2
2110,HRD 414: Facilitation Skills,21,3.49,71.4,0.0,0.0,9.5,0.0,4.8,0.0,0.0,9.5,0.0,0.0,4.8,0.0
2111,HRD 472: Learning Technologies,115,3.29,78.3,0.9,0.0,2.6,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.0,16.5
2112,HRD 530: Organization Development,44,3.91,43.2,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
2113,HRD 532: Strategic Human Resource Development,30,3.8,0.0,43.3,53.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2114,HRD 534: Economics of Human Resources,35,3.6,8.6,34.3,25.7,8.6,14.3,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2115,HRD 550: Adult and Professional Education,30,3.86,0.0,70.0,23.3,3.3,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,HRD 572: eLearning Ecologies,53,3.92,73.6,9.4,13.2,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2117,IB 100: Biology in Today's World,692,3.48,23.8,41.8,10.5,4.0,3.3,3.6,2.3,1.6,1.6,1.0,0.4,0.6,5.3
2118,IB 103: Introduction to Plant Biology,476,3.14,5.5,31.3,0.0,16.8,17.6,5.9,7.6,7.8,2.3,1.9,2.3,0.8,0.2
2119,IB 104: Animal Biology,359,3.11,6.1,15.9,19.2,15.9,13.1,12.5,5.0,3.1,3.9,1.1,0.3,1.7,2.2
2120,IB 105: Environmental Biology,97,2.98,26.8,23.7,5.2,7.2,7.2,5.2,2.1,3.1,2.1,0.0,3.1,0.0,14.4
2121,IB 108: The Biology of Dinosaurs,298,3.24,18.1,20.1,19.5,9.4,11.1,4.7,3.4,2.0,3.0,1.3,2.3,2.3,2.7
2122,IB 110: Race and Environmental Biology,856,3.81,0.4,88.0,0.0,0.0,7.4,0.0,0.0,2.9,0.0,0.0,0.0,0.0,1.4
2123,IB 150: Organismal & Evolutionary Biol,4625,3.07,5.5,24.7,11.9,11.2,14.6,8.2,6.1,7.0,3.7,2.4,1.8,1.0,2.0
2124,IB 151: Organismal & Evol Biol Lab,842,3.79,56.2,21.7,7.6,3.6,5.7,1.4,1.1,1.3,0.4,0.4,0.2,0.0,0.5
2125,IB 199: IB 150 Merit Special Discussio,108,3.87,0.0,92.6,0.0,0.0,3.7,0.0,0.0,1.9,0.0,0.0,1.9,0.0,0.0
2126,IB 199: IB150 AAP Skills Session,112,3.79,0.0,89.3,0.0,0.0,3.6,0.0,0.0,3.6,0.0,0.0,3.6,0.0,0.0
2127,IB 199: IB150 Special Discussion,134,3.96,0.0,97.0,0.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
2128,IB 199: Undergraduate Open Seminar,410,3.78,0.0,89.3,0.0,0.0,4.4,0.0,0.0,3.9,0.0,0.0,0.2,0.0,2.2
2129,IB 202: Physiology,1616,3.72,0.0,76.9,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,0.6,0.0,0.5
2130,IB 203: Ecology,343,3.47,4.4,39.7,12.2,12.5,21.3,1.5,3.8,3.2,0.0,0.6,0.3,0.6,0.0
2131,IB 204: Genetics,1912,3.17,6.4,24.4,14.7,10.5,17.8,8.5,3.8,5.9,2.7,1.3,1.6,0.9,1.5
2132,IB 210: The Biology of Sex: From Molecules to Societies,41,3.77,61.0,24.4,0.0,4.9,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0
2133,IB 230: Pandemics,221,3.71,30.8,46.2,8.6,3.2,2.7,2.3,0.9,1.8,0.5,0.0,0.0,0.5,2.7
2134,IB 270: Evolution of Molecules & Cells,124,3.55,0.8,37.9,25.8,12.9,16.1,1.6,0.0,4.8,0.0,0.0,0.0,0.0,0.0
2135,IB 271: Organismal Biology,46,3.88,21.7,52.2,19.6,4.3,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2136,IB 299: Undergraduate Special Course,46,3.96,0.0,95.7,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2137,IB 302: Evolution,974,3.2,6.6,27.5,12.2,8.0,22.5,3.3,2.5,13.4,0.5,0.4,2.1,0.1,0.9
2138,IB 303: Anatomy,525,2.95,0.0,21.7,15.4,8.8,16.4,9.3,5.0,10.7,3.4,3.4,4.8,0.0,1.1
2139,IB 329: Animal Behavior,1064,3.45,0.0,58.6,0.0,0.0,30.5,0.0,0.0,8.9,0.0,0.0,1.7,0.0,0.3
2140,IB 335: Plant Systematics,170,3.07,8.8,33.5,2.4,3.5,21.8,1.8,6.5,13.5,0.6,1.2,2.4,0.6,3.5
2141,IB 360: Evolution and Human Health,509,3.93,8.3,83.9,1.8,2.4,2.4,0.0,0.2,0.8,0.4,0.0,0.0,0.0,0.0
2142,IB 361: Ecology and Human Health,539,3.69,10.6,48.4,21.2,7.8,5.2,3.3,0.9,0.9,0.4,0.6,0.0,0.0,0.7
2143,IB 362: Marine Biology,292,3.53,2.1,43.2,19.5,11.3,13.0,5.1,2.1,1.4,0.7,0.7,0.3,0.3,0.3
2144,IB 364: Genomics and Human Health,101,3.79,43.6,39.6,0.0,8.9,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
2145,IB 372: Ecology and Evolution,230,3.83,13.0,56.5,13.0,13.9,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2146,IB 392: Translating Your IB Degree Into Career Success,44,3.95,0.0,97.7,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0
2147,IB 401: Introduction to Entomology,44,3.55,0.0,68.2,0.0,0.0,18.2,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0
2148,IB 405: Evolution of Traits and Genomes,69,3.72,5.8,66.7,5.8,7.2,10.1,0.0,1.4,1.4,0.0,0.0,0.0,0.0,1.4
2149,IB 411: Bioinspiration,257,3.57,42.4,29.2,8.9,5.1,3.9,1.2,1.2,1.2,0.0,0.4,0.4,0.4,5.8
2150,IB 420: Plant Physiology,130,3.35,0.0,29.2,27.7,13.8,9.2,12.3,1.5,1.5,0.0,0.0,3.1,0.0,1.5
2151,IB 426: Env and Evol Physl of Animals,23,3.04,8.7,13.0,0.0,8.7,39.1,13.0,8.7,4.3,4.3,0.0,0.0,0.0,0.0
2152,IB 430: Animal Behavior Lab,44,3.97,0.0,95.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2153,IB 431: Behavioral Ecology,34,3.76,0.0,94.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9
2154,IB 432: Genes and Behavior,317,3.85,13.6,73.5,0.0,0.6,10.4,0.0,0.3,0.9,0.0,0.0,0.3,0.0,0.3
2155,IB 433: Insect Physiology,22,3.92,27.3,59.1,9.1,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,IB 434: Physical Principles in Biology,42,3.79,0.0,71.4,14.3,0.0,9.5,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,IB 435: Critical Evaluation of Herbal Remedies,221,3.84,0.0,90.0,0.0,0.0,7.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.8
2158,IB 439: Biogeography,57,3.65,43.9,24.6,8.8,7.0,3.5,3.5,0.0,7.0,0.0,0.0,1.8,0.0,0.0
2159,IB 451: Conservation Biology,200,3.72,26.0,38.5,16.5,6.0,7.0,3.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2160,IB 452: Ecosystem Ecology,123,3.88,31.7,52.8,8.1,1.6,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2161,IB 453: Community Ecology,75,3.65,18.7,38.7,18.7,9.3,6.7,4.0,1.3,0.0,1.3,0.0,0.0,0.0,1.3
2162,IB 461: Ornithology,113,3.58,33.6,25.7,12.4,8.0,5.3,4.4,4.4,2.7,1.8,0.9,0.9,0.0,0.0
2163,IB 462: Mammalogy,57,3.49,8.8,33.3,24.6,10.5,7.0,5.3,3.5,3.5,1.8,1.8,0.0,0.0,0.0
2164,IB 464: Herpetology,23,3.45,13.0,26.1,17.4,8.7,17.4,13.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0
2165,IB 468: Insect Classification and Evol,65,3.62,36.9,23.1,7.7,15.4,6.2,3.1,1.5,6.2,0.0,0.0,0.0,0.0,0.0
2166,IB 471: Fungal Diversity and Ecology,96,3.83,16.7,45.8,29.2,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2167,IB 481: Vector-borne Diseases,21,3.9,33.3,52.4,4.8,4.8,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2168,IB 482: Insect Pest Management,94,3.7,0.0,76.6,0.0,0.0,19.1,0.0,0.0,2.1,0.0,0.0,2.1,0.0,0.0
2169,IB 494: Theoretical Biology + Models,96,3.56,13.5,36.5,12.5,12.5,14.6,7.3,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2170,IB 496: Analysis of Biological Data in,58,3.94,25.9,65.5,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2171,IB 501: Programming for Genomics,80,3.63,0.0,62.5,13.8,7.5,7.5,2.5,0.0,0.0,2.5,2.5,0.0,1.2,0.0
2172,IB 517: Analysis of Biological Data in R,107,3.93,28.0,59.8,5.6,5.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2173,IB 546: EEB Colloquium,23,3.96,0.0,95.7,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2174,IB 592: Career and Skill Development in Integrative Biology,23,3.74,0.0,91.3,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,4.3
2175,IE 300: Analysis of Data,998,2.9,3.3,15.0,12.8,10.7,19.0,10.6,8.3,7.9,4.0,2.5,2.7,0.9,2.1
2176,IE 310: Deterministic Models in Optimization,724,3.53,5.5,39.5,21.1,12.8,9.5,5.4,2.1,1.7,0.6,0.0,0.0,0.1,1.7
2177,IE 330: Industrial Quality Control,86,2.69,4.7,11.6,10.5,9.3,11.6,10.5,12.8,10.5,7.0,4.7,1.2,3.5,2.3
2178,IE 340: Human Factors,321,3.68,0.9,71.3,0.0,0.0,24.6,0.0,0.0,2.2,0.0,0.0,0.9,0.0,0.0
2179,IE 360: Facilities Planning and Design,239,3.61,17.2,27.6,26.8,11.7,7.5,6.3,1.7,0.0,0.8,0.0,0.0,0.0,0.4
2180,IE 361: Production Planning & Control,310,3.34,3.9,19.0,25.2,15.5,19.7,8.1,3.5,4.2,1.0,0.0,0.0,0.0,0.0
2181,IE 370: Stochastic Processes and Applications,315,2.98,2.5,21.3,14.6,11.1,8.6,12.1,7.9,8.9,8.3,1.3,1.9,1.0,0.6
2182,IE 371: Simulation Modeling with Applications for Industrial Engineering,151,3.62,0.0,62.3,7.3,13.9,5.3,4.6,2.0,0.7,3.3,0.0,0.7,0.0,0.0
2183,IE 398: Simulation,144,3.41,0.0,38.9,14.6,14.6,18.8,1.4,2.8,6.9,2.1,0.0,0.0,0.0,0.0
2184,IE 400: Design & Anlys of Experiments,334,3.26,3.9,34.4,9.9,9.3,16.2,6.6,8.1,6.6,2.4,2.1,0.3,0.0,0.3
2185,IE 405: Computing for ISE,256,3.52,2.0,25.0,30.9,21.1,14.1,6.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0
2186,IE 411: Optimization of Large Systems,88,3.51,14.8,31.8,19.3,12.5,11.4,1.1,4.5,2.3,0.0,0.0,0.0,0.0,2.3
2187,IE 412: OR Models for Mfg Systems,79,3.01,7.6,13.9,15.2,10.1,20.3,8.9,5.1,6.3,6.3,3.8,1.3,0.0,1.3
2188,IE 413: Simulation,102,3.35,11.8,47.1,3.9,2.0,15.7,2.0,0.0,9.8,2.0,0.0,3.9,0.0,2.0
2189,IE 420: Financial Engineering,254,3.53,10.2,31.5,24.0,17.3,5.5,3.9,2.4,2.4,0.4,1.2,0.4,0.4,0.4
2190,IE 421: High Frequency Trading Technology,122,3.66,23.0,29.5,24.6,11.5,4.1,4.1,0.8,0.8,0.8,0.0,0.0,0.0,0.8
2191,IE 431: Design for Six Sigma,113,3.52,0.0,31.9,30.1,16.8,12.4,4.4,0.9,2.7,0.9,0.0,0.0,0.0,0.0
2192,IE 434: Deep Learning: Mathematics and Applications,33,3.9,36.4,42.4,12.1,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193,IE 498: Deep Learning Math & Appl,31,3.69,51.6,16.1,9.7,9.7,6.5,0.0,3.2,0.0,0.0,0.0,3.2,0.0,0.0
2194,IE 498: High Frequency Trading,27,3.01,7.4,18.5,25.9,7.4,22.2,0.0,0.0,0.0,3.7,3.7,0.0,0.0,11.1
2195,IE 510: Applied Nonlinear Programming,22,3.64,13.6,31.8,18.2,18.2,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2196,IE 511: Integer Programming,23,3.52,8.7,26.1,30.4,30.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
2197,IE 517: Machine Learning in Finance Lab,46,3.9,0.0,71.7,26.1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2198,IE 521: Convex Optimization,46,3.59,10.9,43.5,15.2,17.4,2.2,6.5,0.0,0.0,2.2,0.0,0.0,0.0,2.2
2199,IE 522: Statistical Methods in Finance,91,3.7,9.9,44.0,19.8,19.8,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
2200,IE 523: Financial Computing,135,3.82,16.3,45.9,25.9,8.1,1.5,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,IE 524: Optimization in Finance,109,3.74,5.5,52.3,17.4,16.5,5.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2202,IE 525: Numerical Methods in Finance,92,3.68,7.6,34.8,32.6,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
